OID_CD119_20|GEOID_CD119_20|NAMELSAD_CD119_20|AREALAND_CD119_20|AREAWATER_CD119_20|MTFCC_CD119_20|FUNCSTAT_CD119_20|OID_PLACE_20|GEOID_PLACE_20|NAMELSAD_PLACE_20|AREALAND_PLACE_20|AREAWATER_PLACE_20|MTFCC_PLACE_20|CLASSFP_PLACE_20|FUNCSTAT_PLACE_20|AREALAND_PART|AREAWATER_PART
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090349540128|1224175|Fort Myers Shores CDP|5372493|1213018|G4210|U1|S|5372493|1213018
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576395|1225000|Fruitville CDP|17679945|779974|G4210|U1|S|17679945|779974
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090331890827|1227775|Grove City CDP|3509816|2288844|G4210|U1|S|3509816|2288844
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|2809015761584585|1228045|Gulf Gate CDP|5162036|162243|G4210|U2|S|5162036|162243
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090331890828|1228800|Harbour Heights CDP|5616612|703126|G4210|U1|S|5616612|703126
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576397|1236200|Kensington Park CDP|2504158|49153|G4210|U1|S|2504158|49153
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576398|1238690|Lake Sarasota CDP|1733504|23499|G4210|U1|S|1733504|23499
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|2809015682264759|1239067|Lakewood Ranch CDP|119348654|2510838|G4210|U1|S|29298140|1680013
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576399|1239600|Laurel CDP|23584116|2925287|G4210|U1|S|23584116|2925287
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090349540133|1239925|Lehigh Acres CDP|240077138|3923788|G4210|U1|S|194243338|3463702
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|27890352006649|1241150|Longboat Key town|10562362|30877897|G4110|C1|A|6056833|13956376
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090331890829|1242750|Manasota Key CDP|2742094|5212011|G4210|U1|S|2742094|5212011
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576400|1248875|Nokomis CDP|4981339|822892|G4210|U1|S|4981339|822892
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090349540138|1249350|North Fort Myers CDP|127855887|9751012|G4210|U1|S|109785333|8394583
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|27890497576401|1249675|North Port city|257385461|12520542|G4110|C1|A|257385461|12520542
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576402|1249787|North Sarasota CDP|2126585|16777|G4210|U1|S|2126585|16777
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|2809015761583989|1251342|Old Miakka CDP|31552378|435298|G4210|U2|S|31552378|435298
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090349540139|1251400|Olga CDP|10914901|530195|G4210|U1|S|10914901|530195
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576403|1253425|Osprey CDP|13536517|2192665|G4210|U1|S|13536517|2192665
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|2809015761585102|1254238|Palmer Ranch CDP|19427911|1747983|G4210|U1|S|19427911|1747983
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090349540141|1254357|Palmona Park CDP|2131173|10468|G4210|U1|S|2131173|10468
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|2809015761585775|1256525|Pinecraft CDP|678316|13501|G4210|U1|S|678316|13501
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576404|1257450|Plantation CDP|5689917|842794|G4210|U1|S|5689917|842794
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090331890830|1258350|Port Charlotte CDP|73763477|9994162|G4210|U1|S|73763477|9994162
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|27890331890831|1259200|Punta Gorda city|40134992|16507797|G4110|C1|A|40134992|16507797
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576405|1260475|Ridge Wood Heights CDP|3660241|103191|G4210|U1|S|3660241|103191
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090331890832|1261937|Rotonda CDP|27602058|2274308|G4210|U1|S|27602058|2274308
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|27890497576406|1264175|Sarasota city|38058945|24313024|G4110|C1|A|38058945|24313024
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576407|1264325|Sarasota Springs CDP|6930006|251967|G4210|U1|S|6930006|251967
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576408|1266000|Siesta Key CDP|6070130|2969564|G4210|U1|S|6070130|2969564
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090331890833|1266875|Solana CDP|3967929|269070|G4210|U1|S|3967929|269070
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576409|1267425|Southgate CDP|4343632|162518|G4210|U1|S|4343632|162518
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576411|1267450|South Gate Ridge CDP|4523992|165631|G4210|U1|S|4523992|165631
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576412|1267887|South Sarasota CDP|4982209|1048196|G4210|U1|S|4982209|1048196
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576413|1268100|South Venice CDP|15423123|997197|G4210|U1|S|15423123|997197
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090349540149|1269275|Suncoast Estates CDP|7046294|29845|G4210|U1|S|7046294|29845
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576414|1271580|The Meadows CDP|6156534|478609|G4210|U1|S|6156534|478609
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090349540151|1271800|Tice CDP|3091375|406845|G4210|U1|S|3091375|406845
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576415|1273725|Vamo CDP|2018358|825433|G4210|U1|S|2018358|825433
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|27890497576416|1273900|Venice city|41275993|4217599|G4110|C1|A|41275993|4217599
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576417|1273950|Venice Gardens CDP|2394797|281833|G4210|U1|S|2394797|281833
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|2809016953990154|1274016|Verandah CDP|5514711|901436|G4210|U1|S|5514711|901436
2119035951820729|1217|Congressional District 17|3764878882|1800255726|G5200|N|28090497576418|1275175|Warm Mineral Springs CDP|6111034|919049|G4210|U1|S|6111034|919049
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|||||||||15151987687|1449432048
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717607010|1201100|Alturas CDP|139604312|15514946|G4210|U1|S|139604312|15514946
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890333571216|1201750|Arcadia city|11449274|15770|G4110|C1|A|11449274|15770
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643857|1202550|Auburndale city|35116151|18185937|G4110|C1|A|35116151|18185937
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890338248267|1202750|Avon Park city|26238789|824317|G4110|C1|A|26238789|824317
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643859|1202900|Babson Park CDP|3946854|0|G4210|U1|S|3946854|0
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643861|1203675|Bartow city|120025781|16475876|G4110|C1|A|120025781|16475876
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890375171800|1207775|Bowling Green city|3272569|3777|G4110|C1|A|3272569|3777
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717607012|1208125|Bradley Junction CDP|5460928|111511|G4210|U1|S|5460928|111511
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090379692255|1209315|Buckhead Ridge CDP|3630641|288248|G4210|U1|S|3630641|288248
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890380095150|1213000|Clewiston city|11657097|27725|G4110|C1|A|11657097|27725
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643863|1213775|Combee Settlement CDP|5118815|31302|G4210|U1|S|5118815|31302
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643865|1215515|Crooked Lake Park CDP|1494577|1502|G4210|U1|S|1494577|1502
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643867|1215725|Crystal Lake CDP|6615427|614310|G4210|U1|S|6615427|614310
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643869|1216050|Cypress Gardens CDP|8966502|1320485|G4210|U1|S|8966502|1320485
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090357099845|1216100|Cypress Quarters CDP|6916284|80507|G4210|U1|S|6916284|80507
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643871|1216450|Davenport city|9686879|316893|G4110|C1|A|9686879|316893
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643873|1218550|Dundee town|27164707|3339246|G4110|C1|A|27164707|3339246
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643874|1218875|Eagle Lake city|5074657|4437184|G4110|C1|A|5074657|4437184
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717606969|1223730|Fort Denaud CDP|51937876|1841630|G4210|U2|S|51937876|1841630
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717606968|1223850|Fort Green CDP|10469295|0|G4210|U1|S|10469295|0
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717606967|1223875|Fort Green Springs CDP|26852862|0|G4210|U1|S|26852862|0
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643875|1224100|Fort Meade city|21195412|954072|G4110|C1|A|21195412|954072
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090345077650|1224581|Four Corners CDP|123120658|8866750|G4210|U2|S|167355|0
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643876|1224900|Frostproof city|27784832|22138142|G4110|C1|A|27784832|22138142
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717607009|1225025|Fuller Heights CDP|11187600|819435|G4210|U1|S|11187600|819435
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643877|1225125|Fussels Corner CDP|13932776|363429|G4210|U1|S|13932776|363429
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717607003|1225550|Gardner CDP|19950296|14545|G4210|U1|S|19950296|14545
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717607007|1227635|Grenelefe CDP|11005150|218604|G4210|U1|S|11005150|218604
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643879|1228400|Haines City city|48572669|3488850|G4110|C1|A|48572669|3488850
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090380095151|1228925|Harlem CDP|2725132|0|G4210|U1|S|2725132|0
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643880|1230225|Highland City CDP|20207980|53689|G4210|U1|S|20207980|53689
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643881|1230325|Highland Park village|1416651|1409791|G4110|C1|A|1416651|1409791
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643882|1230700|Hillcrest Heights town|413602|22114647|G4110|C1|A|413602|22114647
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717607008|1232250|Homeland CDP|1100455|0|G4210|U1|S|1100455|0
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090373957653|1233250|Immokalee CDP|58846870|1477492|G4210|U1|S|19888180|819285
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|2809016953985730|1233500|Indian Lake Estates CDP|28102445|805087|G4210|U1|S|28102445|805087
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643883|1234000|Inwood CDP|4930479|220368|G4210|U1|S|4930479|220368
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643884|1235300|Jan Phyl Village CDP|11847427|373631|G4210|U2|S|11847427|373631
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890380095152|1237225|LaBelle city|37522246|253752|G4110|C1|A|37522246|253752
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643886|1237525|Lake Alfred city|23977167|10105028|G4110|C1|A|23977167|10105028
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643887|1237975|Lake Hamilton town|8080593|2545632|G4110|C1|A|8080593|2545632
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643888|1238250|Lakeland city|171337108|23332521|G4110|C1|A|86605994|20681009
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643889|1238262|Lakeland Highlands CDP|12593936|2012952|G4210|U1|S|12593936|2012952
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890338248269|1238625|Lake Placid town|12044001|132238|G4110|C1|A|12044001|132238
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643890|1238950|Lake Wales city|48807038|3297718|G4110|C1|A|48807038|3297718
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717606972|1240100|Lemon Grove CDP|77273159|23239|G4210|U1|S|77273159|23239
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717606973|1240525|Limestone CDP|61548827|0|G4210|U1|S|61548827|0
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643891|1241400|Loughman CDP|8846191|795775|G4210|U1|S|2743714|560506
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643892|1243925|Medulla CDP|14499659|140975|G4210|U1|S|9094874|69440
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717606984|1246520|Montura CDP|57851638|0|G4210|U1|S|57851638|0
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890379692256|1246550|Moore Haven city|2759140|0|G4110|C1|A|2759140|0
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643893|1247200|Mulberry city|16013923|1813853|G4110|C1|A|16013923|1813853
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890357099848|1251200|Okeechobee city|10503786|254778|G4110|C1|A|10503786|254778
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717606982|1251500|Ona CDP|69200340|0|G4210|U1|S|69200340|0
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|280903717606983|1257320|Pioneer CDP|54797177|26723|G4210|U2|S|54797177|26723
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090380095153|1258420|Port LaBelle CDP|27824528|448325|G4210|U1|S|27824528|448325
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890338248271|1264875|Sebring city|26222268|15157796|G4110|C1|A|26222268|15157796
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090333571217|1267355|Southeast Arcadia CDP|18749405|0|G4210|U2|S|18749405|0
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090357099850|1271300|Taylor Creek CDP|7894943|1013142|G4210|U1|S|7894943|1013142
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643895|1274775|Wahneta CDP|5880032|5171|G4210|U1|S|5880032|5171
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890375171801|1275375|Wauchula city|8460956|0|G4110|C1|A|8460956|0
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643896|1275475|Waverly CDP|3725140|217938|G4210|U1|S|3725140|217938
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|28090369643897|1277862|Willow Oak CDP|8078704|65952|G4210|U1|S|6949005|28794
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890369643899|1278275|Winter Haven city|84128334|22428357|G4110|C1|A|84128334|22428357
2119035951820736|1218|Congressional District 18|16702873274|1647733180|G5200|N|27890375171802|1279250|Zolfo Springs town|4504705|0|G4110|C1|A|4504705|0
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|||||||||838052922|2930288062
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540116|1207375|Bokeelia CDP|23179370|5745453|G4210|U1|S|23179370|5745453
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|27890349540117|1207525|Bonita Springs city|99502756|20963637|G4110|C1|A|99502756|20963637
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540119|1209612|Burnt Store Marina CDP|2758286|755562|G4210|U1|S|2758286|755562
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|27890349540120|1210275|Cape Coral city|274599866|34645780|G4110|C1|A|274599866|34645780
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540121|1210425|Captiva CDP|3059870|1198592|G4210|U1|S|3059870|1198592
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540123|1216062|Cypress Lake CDP|9922860|446325|G4210|U1|S|9922860|446325
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|278905340314736|1221150|Estero village|63068751|2644532|G4110|C1|A|63068751|2644532
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|2809015922651589|1223005|Florida Gulf Coast University CDP|6244211|74046|G4210|U1|S|6244211|74046
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|27890349540126|1224125|Fort Myers city|103175585|23814584|G4110|C1|A|103175585|23814584
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|27890349540127|1224150|Fort Myers Beach town|7204107|8777488|G4110|C1|A|7204107|8777488
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540129|1225655|Gateway CDP|13900800|1370260|G4210|U1|S|13900800|1370260
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090373957651|1226300|Golden Gate CDP|10112933|534727|G4210|U1|S|161372|0
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090373957652|1226775|Goodland CDP|400044|592525|G4210|U1|S|400044|592525
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540130|1228937|Harlem Heights CDP|1676319|371437|G4210|U1|S|1676319|371437
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540131|1234012|Iona CDP|17161616|9335204|G4210|U1|S|17161616|9335204
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540133|1239925|Lehigh Acres CDP|240077138|3923788|G4210|U1|S|45833800|460086
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090373957654|1239987|Lely CDP|3553673|267642|G4210|U1|S|31912|218
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090373957655|1240037|Lely Resort CDP|12920620|833026|G4210|U1|S|72284|0
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540134|1240985|Lochmoor Waterway Estates CDP|6204818|2101385|G4210|U1|S|6204818|2101385
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540135|1242090|McGregor CDP|6127179|4412732|G4210|U1|S|6127179|4412732
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|27890373957656|1243083|Marco Island city|31487285|32388138|G4110|C1|A|31487285|32388138
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|2809016953957037|1243090|Marco Shores-Hammock Bay CDP|2296262|508196|G4210|U2|S|15883|549
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540136|1243475|Matlacha CDP|514115|1212485|G4210|U1|S|514115|1212485
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540137|1243484|Matlacha Isles-Matlacha Shores CDP|517183|701041|G4210|U2|S|517183|701041
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|27890373957657|1247625|Naples city|31868178|10767117|G4110|C1|A|31868178|10767117
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090373957658|1247650|Naples Manor CDP|1772575|49789|G4210|U1|S|46001|0
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090373957659|1247675|Naples Park CDP|3185540|7028|G4210|U1|S|3185540|7028
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540138|1249350|North Fort Myers CDP|127855887|9751012|G4210|U1|S|18070554|1356429
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540140|1253775|Page Park CDP|696557|0|G4210|U1|S|696557|0
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090373957661|1255650|Pelican Bay CDP|7632307|1031626|G4210|U1|S|7632307|1031626
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|2809016953963111|1255680|Pelican Marsh CDP|5035423|406593|G4210|U1|S|5035423|406593
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540142|1256850|Pine Island Center CDP|11319799|732599|G4210|U1|S|11319799|732599
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540143|1256875|Pineland CDP|2323089|69469|G4210|U1|S|2323089|69469
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540144|1257025|Pine Manor CDP|1196740|13755|G4210|U1|S|1196740|13755
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090373957662|1257066|Pine Ridge CDP|4360836|302428|G4210|U1|S|4360836|302428
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540145|1259250|Punta Rassa CDP|6185835|5388657|G4210|U1|S|6185835|5388657
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540146|1262675|St. James City CDP|37832837|5381571|G4210|U1|S|37832837|5381571
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540147|1263425|San Carlos Park CDP|12232006|635258|G4210|U1|S|12232006|635258
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|27890349540148|1263700|Sanibel city|41904758|44102987|G4110|C1|A|41904758|44102987
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540150|1271758|Three Oaks CDP|4491377|120066|G4210|U1|S|4491377|120066
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540152|1274512|Villas CDP|11979740|579935|G4210|U1|S|11979740|579935
2119035951820973|1219|Congressional District 19|1759235129|3153384140|G5200|N|28090349540153|1277137|Whiskey Creek CDP|4000358|188501|G4210|U1|S|4000358|188501
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|||||||||5171564357|614649171
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890364983687|1205200|Belle Glade city|18051813|148110|G4110|C1|A|18051813|148110
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|28090379248564|1207687|Boulevard Gardens CDP|896987|48373|G4210|U1|S|896987|48373
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|28090379248565|1208650|Broadview Park CDP|2594406|129329|G4210|U1|S|122206|0
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|28090364983694|1210100|Canal Point CDP|3604986|0|G4210|U1|S|3604986|0
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890379248579|1216725|Deerfield Beach city|38709086|3296562|G4110|C1|A|9820017|53081
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890379248582|1224000|Fort Lauderdale city|89578884|4435586|G4110|C1|A|31336778|763719
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|28090379248583|1224710|Franklin Park CDP|337708|0|G4210|U1|S|337708|0
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890364983708|1229200|Haverhill town|1637297|0|G4110|C1|A|1637297|0
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|28090364983716|1237542|Lake Belvedere Estates CDP|712615|21372|G4210|U1|S|712615|21372
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|28090364983718|1238000|Lake Harbor CDP|3420200|0|G4210|U1|S|3420200|0
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890364983719|1238600|Lake Park town|5399822|911237|G4110|C1|A|5399822|911237
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890379248597|1239525|Lauderdale Lakes city|9533100|124811|G4110|C1|A|9533100|124811
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890379248598|1239550|Lauderhill city|22065847|130851|G4110|C1|A|22065847|130851
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|278901939645005|1241577|Loxahatchee Groves town|32404237|40793|G4110|C1|A|32404237|40793
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890364983726|1242900|Mangonia Park town|1938062|0|G4110|C1|A|1938062|0
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890379248603|1243125|Margate city|22688471|742313|G4110|C1|A|4181109|0
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890379248608|1249425|North Lauderdale city|11970406|187278|G4110|C1|A|11970406|187278
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890379248609|1250575|Oakland Park city|19513177|1727237|G4110|C1|A|7487512|1650129
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890364983730|1253800|Pahokee city|13766034|0|G4110|C1|A|13766034|0
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890379248616|1257425|Plantation city|56334698|780752|G4110|C1|A|23954940|52389
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|28090364983735|1257518|Plantation Mobile Home Park CDP|673425|11416|G4210|U1|S|673425|11416
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890379248617|1258050|Pompano Beach city|62216264|1741020|G4110|C1|A|27681016|547444
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890364983736|1260975|Riviera Beach city|21441192|3565979|G4110|C1|A|16263855|1404971
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|28090379248625|1261807|Roosevelt Gardens CDP|834817|0|G4210|U1|S|834817|0
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890364983737|1262100|Royal Palm Beach village|29381909|908378|G4110|C1|A|29381909|908378
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|28090364983738|1262118|Royal Palm Estates CDP|649719|0|G4210|U1|S|622046|0
2119035951820688|1220|Congressional District 20|5572602868|635984683|G5200|N|27890364983742|1267175|South Bay city|7411275|2758427|G4110|C1|A|7411275|2758427
