USPS|GEOID|GEOIDFQ|NAME|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
IN|18022|610U900US18022|State Senate District 22|1648014991|13754878|636.302|5.311|40.505126|-86.655619
IN|18023|610U900US18023|State Senate District 23|4849094511|37674866|1872.246|14.546|40.07266|-87.239356
IN|18024|610U900US18024|State Senate District 24|1323653677|6463127|511.066|2.495|39.738979|-86.722473
IN|18025|610U900US18025|State Senate District 25|1381214423|4084190|533.29|1.577|40.157629|-85.760156
IN|18026|610U900US18026|State Senate District 26|2187215582|12261495|844.489|4.734|40.191242|-85.191279
IN|18027|610U900US18027|State Senate District 27|2982959803|39734025|1151.727|15.341|39.780849|-85.115529
IN|18028|610U900US18028|State Senate District 28|1237857958|5401054|477.94|2.085|39.750005|-85.791955
IN|18029|610U900US18029|State Senate District 29|207318896|7588763|80.046|2.93|39.94242|-86.285217
IN|18030|610U900US18030|State Senate District 30|142437808|3785269|54.996|1.462|39.893761|-86.151642
IN|18031|610U900US18031|State Senate District 31|162288917|10103709|62.66|3.901|39.948183|-85.961756
IN|18032|610U900US18032|State Senate District 32|296774620|192509|114.585|0.074|39.65753|-86.024751
IN|18033|610U900US18033|State Senate District 33|92278350|1142461|35.629|0.441|39.825912|-86.195225
IN|18034|610U900US18034|State Senate District 34|123596725|824478|47.721|0.318|39.837887|-86.035216
IN|18035|610U900US18035|State Senate District 35|373482990|1723252|144.203|0.665|39.685336|-86.374084
IN|18036|610U900US18036|State Senate District 36|134397372|275979|51.891|0.107|39.662916|-86.150437
IN|18037|610U900US18037|State Senate District 37|2250820244|24331420|869.047|9.394|39.475823|-86.562223
IN|18038|610U900US18038|State Senate District 38|2174170839|27352469|839.452|10.561|39.40131|-87.259897
IN|18039|610U900US18039|State Senate District 39|6203057020|77033748|2395.014|29.743|38.876461|-87.123726
IN|18040|610U900US18040|State Senate District 40|760764508|5426870|293.733|2.095|39.190962|-86.562498
IN|18041|610U900US18041|State Senate District 41|1437811209|8226976|555.142|3.176|39.270292|-85.938802
IN|18042|610U900US18042|State Senate District 42|5312681882|14059845|2051.238|5.429|39.373873|-85.413773
IN|18043|610U900US18043|State Senate District 43|3538127064|30556271|1366.079|11.798|38.892744|-85.327272
IN|18044|610U900US18044|State Senate District 44|4585036522|92872283|1770.293|35.858|38.872378|-86.309761
IN|18045|610U900US18045|State Senate District 45|986999620|10880968|381.083|4.201|38.476217|-85.711122
IN|18046|610U900US18046|State Senate District 46|94689521|1497031|36.56|0.578|39.761437|-86.128015
IN|18047|610U900US18047|State Senate District 47|2946533541|15290462|1137.663|5.904|38.396398|-86.095115
IN|18048|610U900US18048|State Senate District 48|6043055340|101257906|2333.237|39.096|38.247157|-87.010418
IN|18049|610U900US18049|State Senate District 49|1538396545|33294947|593.978|12.855|38.019291|-87.786506
IN|18050|610U900US18050|State Senate District 50|1122598944|18797243|433.438|7.258|38.075735|-87.285841
IA|19001|610U900US19001|State Senate District 1|287009619|1853225|110.815|0.716|42.52018|-96.283382
IA|19002|610U900US19002|State Senate District 2|4577717843|3632141|1767.467|1.402|43.12036|-96.225188
IA|19003|610U900US19003|State Senate District 3|5781717626|20441063|2232.334|7.892|42.991216|-95.417051
IA|19004|610U900US19004|State Senate District 4|6313907894|25379183|2437.814|9.799|42.479807|-94.62668
IA|19005|610U900US19005|State Senate District 5|7558500703|109299113|2918.354|42.201|43.248159|-94.492592
IA|19006|610U900US19006|State Senate District 6|7303154244|9559880|2819.764|3.691|41.947571|-95.204
IA|19007|610U900US19007|State Senate District 7|5595989805|25532163|2160.624|9.858|42.368953|-95.988208
IA|19008|610U900US19008|State Senate District 8|6433449386|46402325|2483.969|17.916|41.256521|-95.649533
IA|19009|610U900US19009|State Senate District 9|8444304403|31088928|3260.364|12.004|40.932788|-94.765341
IA|19010|610U900US19010|State Senate District 10|108587164|7556360|41.926|2.918|41.237718|-95.859776
IA|19011|610U900US19011|State Senate District 11|1897919392|28335745|732.791|10.94|41.320249|-93.472556
IA|19012|610U900US19012|State Senate District 12|8889180148|46748359|3432.132|18.05|41.055476|-93.816248
IA|19013|610U900US19013|State Senate District 13|4602012305|48410352|1776.847|18.691|40.881585|-92.623568
IA|19014|610U900US19014|State Senate District 14|309027289|4025597|119.316|1.554|41.584266|-93.926382
IA|19015|610U900US19015|State Senate District 15|99459653|3672293|38.402|1.418|41.544698|-93.598272
IA|19016|610U900US19016|State Senate District 16|86905268|2707932|33.554|1.046|41.562834|-93.745724
IA|19017|610U900US19017|State Senate District 17|36659069|875579|14.154|0.338|41.605489|-93.609518
IA|19018|610U900US19018|State Senate District 18|50478799|1862349|19.49|0.719|41.592182|-93.667986
IA|19019|610U900US19019|State Senate District 19|3433215837|33255680|1325.572|12.84|41.530984|-93.019231
IA|19020|610U900US19020|State Senate District 20|152034686|1275519|58.701|0.492|41.632481|-93.510958
IA|19021|610U900US19021|State Senate District 21|78790870|466700|30.421|0.18|41.731303|-93.603897
IA|19022|610U900US19022|State Senate District 22|120003383|5536050|46.334|2.137|41.665033|-93.713584
IA|19023|610U900US19023|State Senate District 23|1199415546|35045718|463.097|13.531|41.763803|-93.86443
IA|19024|610U900US19024|State Senate District 24|5114559652|21688699|1974.743|8.374|41.897666|-94.255201
IA|19025|610U900US19025|State Senate District 25|136989179|884553|52.892|0.342|42.00592|-93.569749
IA|19026|610U900US19026|State Senate District 26|2580462242|3687772|996.322|1.424|42.030533|-93.175198
IA|19027|610U900US19027|State Senate District 27|6066204429|9944643|2342.175|3.84|42.142387|-92.757243
IA|19028|610U900US19028|State Senate District 28|7294934919|16821001|2816.59|6.495|42.722085|-93.702752
IA|19029|610U900US19029|State Senate District 29|5020104872|19771613|1938.273|7.634|42.897724|-92.551369
IA|19030|610U900US19030|State Senate District 30|3936575222|23550427|1519.92|9.093|43.248465|-93.10071
IA|19031|610U900US19031|State Senate District 31|138697679|4603827|53.551|1.778|42.497206|-92.343892
IA|19032|610U900US19032|State Senate District 32|7158552885|89493453|2763.933|34.554|43.146171|-91.66195
IA|19033|610U900US19033|State Senate District 33|4066849149|45101936|1570.219|17.414|42.244612|-90.852605
IA|19034|610U900US19034|State Senate District 34|5110363899|10736631|1973.123|4.145|42.580025|-91.725845
IA|19035|610U900US19035|State Senate District 35|2453213422|50012024|947.191|19.31|41.887212|-90.553437
IA|19036|610U900US19036|State Senate District 36|177005915|13510755|68.342|5.217|42.542601|-90.716783
IA|19037|610U900US19037|State Senate District 37|79542702|59842|30.712|0.023|42.033739|-91.596314
IA|19038|610U900US19038|State Senate District 38|1188136689|11152603|458.742|4.306|42.287552|-92.308037
IA|19039|610U900US19039|State Senate District 39|151268541|1822436|58.405|0.704|41.92533|-91.664514
IA|19040|610U900US19040|State Senate District 40|83676588|1605687|32.308|0.62|42.025195|-91.69494
IA|19041|610U900US19041|State Senate District 41|2285344658|13318014|882.377|5.142|41.707655|-91.043926
IA|19042|610U900US19042|State Senate District 42|3099348747|20944294|1196.665|8.087|42.075335|-91.817311
IA|19043|610U900US19043|State Senate District 43|336965039|9529405|130.103|3.679|41.753041|-91.501655
IA|19044|610U900US19044|State Senate District 44|5116364737|23635939|1975.44|9.126|41.102663|-92.108176
IA|19045|610U900US19045|State Senate District 45|59114346|1006349|22.824|0.389|41.646228|-91.515277
IA|19046|610U900US19046|State Senate District 46|4183746626|23560976|1615.354|9.097|41.54895|-91.82146
IA|19047|610U900US19047|State Senate District 47|244315833|8081507|94.331|3.12|41.618829|-90.524464
IA|19048|610U900US19048|State Senate District 48|3469117780|95309904|1339.434|36.799|41.170555|-91.27162
IA|19049|610U900US19049|State Senate District 49|120795119|8248431|46.639|3.185|41.502986|-90.656787
IA|19050|610U900US19050|State Senate District 50|1628697223|64254020|628.844|24.809|40.669949|-91.436807
KS|20001|610U900US20001|State Senate District 1|9896622160|49391675|3821.107|19.07|39.649499|-95.744354
KS|20002|610U900US20002|State Senate District 2|107767127|3517793|41.609|1.358|38.981502|-95.234251
KS|20003|610U900US20003|State Senate District 3|3348903205|82194270|1293.019|31.735|38.716785|-95.559311
KS|20004|610U900US20004|State Senate District 4|99708740|3475414|38.498|1.342|39.137995|-94.68772
KS|20005|610U900US20005|State Senate District 5|320386957|7140356|123.702|2.757|39.209301|-94.886621
KS|20006|610U900US20006|State Senate District 6|126812062|3411834|48.962|1.317|39.076647|-94.710876
KS|20007|610U900US20007|State Senate District 7|55269877|97597|21.34|0.038|39.001005|-94.640602
KS|20008|610U900US20008|State Senate District 8|58227050|182522|22.482|0.07|38.93121|-94.68549
KS|20009|610U900US20009|State Senate District 9|1128808682|20015742|435.835|7.728|38.982369|-95.045085
KS|20010|610U900US20010|State Senate District 10|143933410|3239689|55.573|1.251|39.006087|-94.819397
KS|20011|610U900US20011|State Senate District 11|134305791|1235585|51.856|0.477|38.834153|-94.645852
KS|20012|610U900US20012|State Senate District 12|10389573643|178281315|4011.437|68.835|38.089679|-95.380501
KS|20013|610U900US20013|State Senate District 13|4695126945|31927946|1812.799|12.327|37.519333|-94.850074
KS|20014|610U900US20014|State Senate District 14|11918222772|104839044|4601.652|40.479|38.149922|-96.843888
KS|20015|610U900US20015|State Senate District 15|8141920602|88092825|3143.613|34.013|37.313832|-95.779996
KS|20016|610U900US20016|State Senate District 16|802601325|2276605|309.886|0.879|37.759724|-97.126132
KS|20017|610U900US20017|State Senate District 17|4992130441|91765184|1927.472|35.431|38.652433|-96.455341
KS|20018|610U900US20018|State Senate District 18|3707361570|126470482|1431.42|48.831|39.427561|-96.342135
KS|20019|610U900US20019|State Senate District 19|234553411|8236844|90.562|3.18|39.033461|-95.492812
KS|20020|610U900US20020|State Senate District 20|2498238953|21289329|964.575|8.22|38.954288|-96.134991
KS|20021|610U900US20021|State Senate District 21|74263473|344204|28.673|0.133|38.967824|-94.748652
KS|20022|610U900US20022|State Senate District 22|1579010810|32092080|609.66|12.391|39.29121|-96.727488
KS|20023|610U900US20023|State Senate District 23|159649001|1472132|61.641|0.568|38.797916|-94.810807
KS|20024|610U900US20024|State Senate District 24|4059314586|15393361|1567.31|5.943|38.834893|-97.381756
KS|20025|610U900US20025|State Senate District 25|53569056|961580|20.683|0.371|37.676615|-97.330837
KS|20026|610U900US20026|State Senate District 26|1235942916|9381253|477.2|3.622|37.626441|-97.596849
KS|20027|610U900US20027|State Senate District 27|90306952|3218680|34.868|1.243|37.739624|-97.453645
KS|20028|610U900US20028|State Senate District 28|111052099|4251340|42.877|1.641|37.59274|-97.309958
KS|20029|610U900US20029|State Senate District 29|57617075|501292|22.246|0.194|37.712764|-97.304182
KS|20030|610U900US20030|State Senate District 30|305733315|2378431|118.044|0.918|37.565142|-97.23643
KS|20031|610U900US20031|State Senate District 31|1893091478|12297380|730.927|4.748|37.991624|-97.438672
KS|20032|610U900US20032|State Senate District 32|9002050921|33735178|3475.711|13.025|37.265807|-97.333571
KS|20033|610U900US20033|State Senate District 33|22128207537|54193545|8543.749|20.924|38.108559|-99.027146
KS|20034|610U900US20034|State Senate District 34|8424716658|57320919|3252.801|22.132|37.585632|-98.310955
KS|20035|610U900US20035|State Senate District 35|127508363|1499502|49.231|0.579|38.820728|-94.728912
KS|20036|610U900US20036|State Senate District 36|26756899902|192138266|10330.897|74.185|39.468171|-98.209601
KS|20037|610U900US20037|State Senate District 37|888279890|27829565|342.967|10.745|38.705585|-94.860719
KS|20038|610U900US20038|State Senate District 38|15532222170|16770533|5997.025|6.475|37.532494|-100.226844
KS|20039|610U900US20039|State Senate District 39|22826439831|8248183|8813.338|3.185|37.966482|-101.298698
KS|20040|610U900US20040|State Senate District 40|33647937474|44087575|12991.542|17.022|39.327246|-100.693967
KY|21001|610U900US21001|State Senate District 1|6215107636|416176083|2399.667|160.686|36.629264|-88.372237
KY|21002|610U900US21002|State Senate District 2|3368125695|318007211|1300.441|122.783|37.023876|-88.618682
KY|21003|610U900US21003|State Senate District 3|3962445593|56158280|1529.909|21.683|37.035818|-87.470677
KY|21004|610U900US21004|State Senate District 4|4282782522|168983429|1653.592|65.245|37.541082|-87.666762
KY|21005|610U900US21005|State Senate District 5|6184719304|157461429|2387.934|60.796|37.564841|-86.521188
KY|21006|610U900US21006|State Senate District 6|915708344|48857969|353.557|18.864|38.489827|-85.421307
KY|21007|610U900US21007|State Senate District 7|2365346461|34508203|913.265|13.324|38.229609|-85.151261
KY|21008|610U900US21008|State Senate District 8|2327357643|85551491|898.598|33.032|37.693723|-87.077058
KY|21009|610U900US21009|State Senate District 9|4423127713|74073513|1707.779|28.6|37.147716|-85.984954
KY|21010|610U900US21010|State Senate District 10|1636713534|19991915|631.939|7.719|37.705458|-85.957797
KY|21011|610U900US21011|State Senate District 11|422905917|23928424|163.285|9.239|39.019875|-84.745459
KY|21012|610U900US21012|State Senate District 12|1669131866|23195053|644.455|8.956|37.823865|-84.822279
KY|21013|610U900US21013|State Senate District 13|70985939|735668|27.408|0.284|38.028361|-84.494532
KY|21014|610U900US21014|State Senate District 14|3903784500|52228690|1507.26|20.166|37.728253|-85.378137
KY|21015|610U900US21015|State Senate District 15|4847472170|230243611|1871.62|88.898|36.930238|-84.880199
KY|21016|610U900US21016|State Senate District 16|4679473217|81988868|1806.755|31.656|36.978031|-85.687295
KY|21017|610U900US21017|State Senate District 17|1679713849|18808565|648.541|7.262|38.499633|-84.608194
KY|21018|610U900US21018|State Senate District 18|3617375230|70090295|1396.676|27.062|38.456101|-83.085147
KY|21019|610U900US21019|State Senate District 19|83293959|390509|32.16|0.151|38.209993|-85.715553
KY|21020|610U900US21020|State Senate District 20|2318408279|62469159|895.142|24.119|38.558196|-84.877763
KY|21021|610U900US21021|State Senate District 21|3956031403|42710461|1527.432|16.491|37.457036|-84.844025
KY|21022|610U900US21022|State Senate District 22|1064635479|16591312|411.058|6.406|37.752708|-84.53599
KY|21023|610U900US21023|State Senate District 23|151291803|6330548|58.414|2.444|39.021319|-84.538599
KY|21024|610U900US21024|State Senate District 24|1635798057|49617174|631.585|19.157|38.751408|-84.281573
KY|21025|610U900US21025|State Senate District 25|5860846765|43676417|2262.886|16.864|37.342772|-83.846479
KY|21026|610U900US21026|State Senate District 26|99228618|7828392|38.312|3.023|38.239711|-85.640567
KY|21027|610U900US21027|State Senate District 27|4721099226|59300257|1822.827|22.896|38.353137|-83.917239
KY|21028|610U900US21028|State Senate District 28|2618641923|33193508|1011.063|12.816|38.02483|-83.894588
KY|21029|610U900US21029|State Senate District 29|4940630843|24009030|1907.588|9.27|37.461955|-82.915179
KY|21030|610U900US21030|State Senate District 30|7214655219|50165152|2785.594|19.369|37.559733|-83.415501
KY|21031|610U900US21031|State Senate District 31|4992851864|28426440|1927.751|10.976|37.769355|-82.63147
KY|21032|610U900US21032|State Senate District 32|3396766275|27959724|1311.499|10.795|36.817876|-86.825719
KY|21033|610U900US21033|State Senate District 33|104901712|19818942|40.503|7.652|38.192688|-85.83662
KY|21034|610U900US21034|State Senate District 34|1253171309|15524939|483.852|5.994|37.74052|-84.290811
KY|21035|610U900US21035|State Senate District 35|115471427|692650|44.584|0.267|38.163785|-85.713681
KY|21036|610U900US21036|State Senate District 36|205367159|3500696|79.293|1.352|38.238273|-85.513338
KY|21037|610U900US21037|State Senate District 37|91504892|515531|35.33|0.199|38.150163|-85.818526
KY|21038|610U900US21038|State Senate District 38|870921091|9388057|336.265|3.625|37.982629|-85.695998
LA|22001|610U900US22001|State Senate District 1|1883169400|4745826647|727.096|1832.374|29.965794|-89.380098
LA|22002|610U900US22002|State Senate District 2|1816122259|178016974|701.209|68.733|30.051703|-90.933416
LA|22003|610U900US22003|State Senate District 3|163944760|33550451|63.299|12.954|29.971759|-89.952318
LA|22004|610U900US22004|State Senate District 4|60830067|2600626|23.487|1.004|29.975019|-90.080831
LA|22005|610U900US22005|State Senate District 5|61959151|4824375|23.923|1.863|29.916071|-90.114245
LA|22006|610U900US22006|State Senate District 6|1767625235|49399861|682.484|19.073|30.811714|-90.652811
LA|22007|610U900US22007|State Senate District 7|1202198852|3205864122|464.172|1237.791|29.422203|-89.474614
LA|22008|610U900US22008|State Senate District 8|1479131008|2057058768|571.096|794.235|29.367813|-89.807265
LA|22009|610U900US22009|State Senate District 9|50160714|3467753|19.367|1.339|29.980768|-90.153651
LA|22010|610U900US22010|State Senate District 10|67157260|3955853|25.93|1.527|29.989251|-90.222324
LA|22011|610U900US22011|State Senate District 11|556869316|24498588|215.008|9.459|30.397376|-90.02641
LA|22012|610U900US22012|State Senate District 12|3775631447|38932980|1457.78|15.032|30.768442|-90.154997
LA|22013|610U900US22013|State Senate District 13|945645721|3863432|365.116|1.492|30.502338|-90.815324
LA|22014|610U900US22014|State Senate District 14|162445640|14513757|62.721|5.604|30.423434|-91.129165
LA|22015|610U900US22015|State Senate District 15|319741377|17883518|123.453|6.905|30.564383|-91.167945
LA|22016|610U900US22016|State Senate District 16|131961411|1329325|50.951|0.513|30.390627|-91.071242
LA|22017|610U900US22017|State Senate District 17|6634884411|211183035|2561.743|81.538|30.602911|-91.507694
LA|22018|610U900US22018|State Senate District 18|954001906|91819456|368.342|35.452|30.215829|-90.793883
LA|22019|610U900US22019|State Senate District 19|1943105000|781112226|750.237|301.589|29.939278|-90.466594
LA|22020|610U900US22020|State Senate District 20|3934833995|3145637242|1519.248|1214.537|29.321105|-90.617069
LA|22021|610U900US22021|State Senate District 21|4009329581|1748991633|1548.011|675.289|29.712476|-91.321537
LA|22022|610U900US22022|State Senate District 22|2233504984|1239704910|862.361|478.653|29.902909|-91.78541
LA|22023|610U900US22023|State Senate District 23|265483752|491573|102.504|0.19|30.171005|-92.054782
LA|22024|610U900US22024|State Senate District 24|860236187|2063434|332.139|0.797|30.432067|-92.113683
LA|22025|610U900US22025|State Senate District 25|6098647270|1735305242|2354.701|670.005|29.978498|-93.056571
LA|22026|610U900US22026|State Senate District 26|4546458946|935276798|1755.398|361.112|29.944324|-92.320025
LA|22027|610U900US22027|State Senate District 27|752725260|40080583|290.629|15.475|30.233585|-93.295632
LA|22028|610U900US22028|State Senate District 28|5547292403|126929292|2141.822|49.008|30.798017|-92.457153
LA|22029|610U900US22029|State Senate District 29|3146883618|65577623|1215.019|25.32|31.824506|-92.708164
LA|22030|610U900US22030|State Senate District 30|8716670613|72094346|3365.525|27.836|30.829322|-93.237296
LA|22031|610U900US22031|State Senate District 31|10559778265|661469357|4077.153|255.395|31.865369|-93.255682
LA|22032|610U900US22032|State Senate District 32|10478560777|449708647|4045.795|173.633|31.653067|-91.890788
LA|22033|610U900US22033|State Senate District 33|8408405403|170087501|3246.504|65.671|32.818191|-92.372246
LA|22034|610U900US22034|State Senate District 34|6922319962|291595191|2672.723|112.586|32.327465|-91.464784
LA|22035|610U900US22035|State Senate District 35|4347068254|65046993|1678.413|25.115|32.033217|-92.458339
LA|22036|610U900US22036|State Senate District 36|2939522201|88623170|1134.956|34.218|32.688846|-93.52805
LA|22037|610U900US22037|State Senate District 37|887648093|55894460|342.723|21.581|30.453017|-90.40221
LA|22038|610U900US22038|State Senate District 38|2067659853|37566796|798.328|14.505|32.220465|-93.874774
LA|22039|610U900US22039|State Senate District 39|1227449988|119894091|473.921|46.291|32.740443|-93.891829
LA|22ZZZ|610U900US22ZZZ|State Senate Districts not defined|90521|1202744817|0.035|464.382|30.022084|-90.126154
ME|23001|610U900US23001|State Senate District 1|11714601436|274986799|4523.033|106.173|46.905835|-68.874066
ME|23002|610U900US23002|State Senate District 2|9392688074|321643566|3626.537|124.187|46.009553|-68.318256
ME|23003|610U900US23003|State Senate District 3|1420250030|54546981|548.362|21.061|44.743596|-69.463907
ME|23004|610U900US23004|State Senate District 4|11252340324|1099782366|4344.553|424.628|45.767597|-69.271508
ME|23005|610U900US23005|State Senate District 5|10865260638|449593855|4195.101|173.589|45.468022|-70.027967
ME|23006|610U900US23006|State Senate District 6|8991076698|2305356487|3471.474|890.103|44.920645|-67.75569
ME|23007|610U900US23007|State Senate District 7|1490041356|1681744793|575.308|649.325|44.332937|-68.51893
ME|23008|610U900US23008|State Senate District 8|2651050816|147725089|1023.576|57.037|45.24521|-68.427355
ME|23009|610U900US23009|State Senate District 9|181640237|3293861|70.132|1.272|44.830582|-68.864854
ME|23010|610U900US23010|State Senate District 10|1040755345|60054226|401.838|23.187|44.757001|-68.707868
ME|23011|610U900US23011|State Senate District 11|1891279830|347573350|730.227|134.199|44.475023|-69.117429
ME|23012|610U900US23012|State Senate District 12|814142597|1723743752|314.342|665.541|44.013348|-69.047934
ME|23013|610U900US23013|State Senate District 13|1290071915|629411768|498.1|243.017|44.017173|-69.520232
ME|23014|610U900US23014|State Senate District 14|637789322|69433398|246.252|26.808|44.271322|-69.893826
ME|23015|610U900US23015|State Senate District 15|706295560|95476138|272.702|36.864|44.428362|-69.741051
ME|23016|610U900US23016|State Senate District 16|436739503|16337707|168.626|6.308|44.564695|-69.611698
ME|23017|610U900US23017|State Senate District 17|828738607|51495332|319.978|19.882|44.253352|-70.111558
ME|23018|610U900US23018|State Senate District 18|1412825820|96710888|545.495|37.34|44.09845|-70.671072
ME|23019|610U900US23019|State Senate District 19|7005336001|285755821|2704.775|110.331|44.798965|-70.689847
ME|23020|610U900US23020|State Senate District 20|484263230|33154439|186.975|12.801|44.022206|-70.269995
ME|23021|610U900US23021|State Senate District 21|88437057|3597592|34.146|1.389|44.089513|-70.172095
ME|23022|610U900US23022|State Senate District 22|1261510630|148441527|487.072|57.314|43.754039|-70.759999
ME|23023|610U900US23023|State Senate District 23|355966048|396931329|137.439|153.256|43.798605|-70.015987
ME|23024|610U900US23024|State Senate District 24|736673156|307721995|284.431|118.812|43.925418|-69.830344
ME|23025|610U900US23025|State Senate District 25|327015959|60778692|126.262|23.467|43.807696|-70.263213
ME|23026|610U900US23026|State Senate District 26|319541969|57613367|123.376|22.245|43.869619|-70.443815
ME|23027|610U900US23027|State Senate District 27|48445750|897943|18.705|0.347|43.681026|-70.32304
ME|23028|610U900US23028|State Senate District 28|23426894|180133459|9.045|69.55|43.666501|-70.106578
ME|23029|610U900US23029|State Senate District 29|78300029|138547689|30.232|53.494|43.560125|-70.239457
ME|23030|610U900US23030|State Senate District 30|246056917|7987919|95.003|3.084|43.648586|-70.412405
ME|23031|610U900US23031|State Senate District 31|224160335|77642136|86.549|29.978|43.550411|-70.466341
ME|23032|610U900US23032|State Senate District 32|370033811|82808610|142.871|31.973|43.50578|-70.530055
ME|23033|610U900US23033|State Senate District 33|480158607|11043176|185.39|4.264|43.479962|-70.78438
ME|23034|610U900US23034|State Senate District 34|489133533|140108719|188.856|54.096|43.342173|-70.624666
ME|23035|610U900US23035|State Senate District 35|332851055|382488223|128.515|147.68|43.139512|-70.630891
MD|24001|610U900US24001|State Senate District 1|3283874711|49277331|1267.911|19.026|39.587656|-78.875505
MD|24002|610U900US24002|State Senate District 2|876648603|13674813|338.476|5.28|39.584417|-77.616861
MD|24003|610U900US24003|State Senate District 3|165616023|1776260|63.945|0.686|39.406642|-77.400699
MD|24004|610U900US24004|State Senate District 4|1341534796|14912115|517.97|5.758|39.557203|-77.255216
MD|24005|610U900US24005|State Senate District 5|843235883|10132850|325.575|3.912|39.5506|-77.067145
MD|24006|610U900US24006|State Senate District 6|114297791|151047992|44.131|58.32|39.255572|-76.434514
MD|24007|610U900US24007|State Senate District 7|473918967|45978388|182.981|17.752|39.495689|-76.44619
MD|24008|610U900US24008|State Senate District 8|69860590|84743|26.973|0.033|39.368174|-76.50352
MD|24009|610U900US24009|State Senate District 9|486083322|2071629|187.678|0.8|39.287528|-77.021187
MD|24010|610U900US24010|State Senate District 10|255239966|5475863|98.549|2.114|39.412741|-76.813164
MD|24011|610U900US24011|State Senate District 11|188640314|826476|72.834|0.319|39.426869|-76.704987
MD|24012|610U900US24012|State Senate District 12|112296108|1699567|43.358|0.656|39.207051|-76.735628
MD|24013|610U900US24013|State Senate District 13|173035819|3973940|66.81|1.534|39.17846|-76.870164
MD|24014|610U900US24014|State Senate District 14|301526555|3591927|116.42|1.387|39.190387|-77.081359
MD|24015|610U900US24015|State Senate District 15|452264822|21993894|174.62|8.492|39.15497|-77.348862
MD|24016|610U900US24016|State Senate District 16|100385324|7008697|38.759|2.706|38.999792|-77.158496
MD|24017|610U900US24017|State Senate District 17|64102146|466302|24.75|0.18|39.105168|-77.180512
MD|24018|610U900US24018|State Senate District 18|53011574|277344|20.468|0.107|39.024484|-77.07223
MD|24019|610U900US24019|State Senate District 19|101485354|1048645|39.184|0.405|39.113346|-77.097087
MD|24020|610U900US24020|State Senate District 20|49285084|126224|19.029|0.049|39.025016|-76.998851
MD|24021|610U900US24021|State Senate District 21|175978307|1112902|67.946|0.43|39.092021|-76.896716
MD|24022|610U900US24022|State Senate District 22|76946846|507351|29.709|0.196|38.984155|-76.882207
MD|24023|610U900US24023|State Senate District 23|290610562|3662992|112.205|1.414|38.884349|-76.754245
MD|24024|610U900US24024|State Senate District 24|99060792|540151|38.248|0.209|38.928341|-76.841997
MD|24025|610U900US24025|State Senate District 25|169774847|488253|65.55|0.189|38.830756|-76.850132
MD|24026|610U900US24026|State Senate District 26|172975262|24648685|66.786|9.517|38.740355|-76.994638
MD|24027|610U900US24027|State Senate District 27|915222643|225355064|353.369|87.01|38.607634|-76.660027
MD|24028|610U900US24028|State Senate District 28|1041264427|478964848|402.034|184.929|38.458018|-77.0236
MD|24029|610U900US24029|State Senate District 29|1005362447|1178238831|388.173|454.921|38.229897|-76.516767
MD|24030|610U900US24030|State Senate District 30|363684071|238080914|140.419|91.924|38.866307|-76.536056
MD|24031|610U900US24031|State Senate District 31|181618859|151220456|70.123|58.387|39.120838|-76.494827
MD|24032|610U900US24032|State Senate District 32|139626281|59638|53.91|0.023|39.14647|-76.706781
MD|24033|610U900US24033|State Senate District 33|270032975|57340952|104.26|22.139|38.99938|-76.578077
MD|24034|610U900US24034|State Senate District 34|327532453|214938594|126.461|82.988|39.378132|-76.236344
MD|24035|610U900US24035|State Senate District 35|913202144|59456864|352.589|22.956|39.630274|-76.196754
MD|24036|610U900US24036|State Senate District 36|2503402017|854900095|966.569|330.079|39.196635|-76.016351
MD|24037|610U900US24037|State Senate District 37|3159619301|1763531260|1219.936|680.903|38.540256|-76.047333
MD|24038|610U900US24038|State Senate District 38|2479313083|1342929603|957.268|518.508|38.175339|-75.551362
MD|24039|610U900US24039|State Senate District 39|74386259|936900|28.721|0.362|39.171292|-77.231208
MD|24040|610U900US24040|State Senate District 40|36715099|443179|14.176|0.171|39.302178|-76.648892
MD|24041|610U900US24041|State Senate District 41|53863251|54047|20.797|0.021|39.331935|-76.677364
MD|24042|610U900US24042|State Senate District 42|935163105|17654248|361.069|6.816|39.58818|-76.746293
MD|24043|610U900US24043|State Senate District 43|37943641|326589|14.65|0.126|39.36402|-76.600872
MD|24044|610U900US24044|State Senate District 44|76293324|648381|29.457|0.25|39.284746|-76.716316
MD|24045|610U900US24045|State Senate District 45|42085627|7780|16.249|0.003|39.329372|-76.561693
MD|24046|610U900US24046|State Senate District 46|55186490|27928463|21.308|10.783|39.24539|-76.590624
MD|24047|610U900US24047|State Senate District 47|48090841|349718|18.568|0.135|38.934261|-76.89246
MA|25D01|610U900US25D01|Berkshire-Hampden-Franklin-Hampshire District|4264558584|77371152|1646.555|29.873|42.391282|-73.050682
MA|25D02|610U900US25D02|Hampden and Hampshire District|473707170|16241354|182.899|6.271|42.160055|-72.712793
MA|25D03|610U900US25D03|Hampden District|84089771|4175264|32.467|1.612|42.134505|-72.555723
MA|25D04|610U900US25D04|Hampden-Hampshire-Worcester District|696467446|17227793|268.908|6.652|42.184127|-72.432752
MA|25D05|610U900US25D05|Hampshire-Franklin-Worcester District|1904414614|123020074|735.299|47.498|42.537565|-72.368936
