USPS|GEOID|GEOIDFQ|NAME|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
GA|13173|620L900US13173|State House District 173|1639389893|22666952|632.972|8.752|30.832026|-83.995619
GA|13174|620L900US13174|State House District 174|8251745154|63445929|3186.017|24.497|30.886998|-82.451091
GA|13175|620L900US13175|State House District 175|1964652656|35134823|758.557|13.566|30.829768|-83.487512
GA|13176|620L900US13176|State House District 176|2568077658|27307320|991.54|10.543|31.243254|-82.809068
GA|13177|620L900US13177|State House District 177|131552965|1966286|50.793|0.759|30.840864|-83.281164
GA|13178|620L900US13178|State House District 178|3625305095|25703119|1399.738|9.924|31.511138|-82.152644
GA|13179|620L900US13179|State House District 179|320979547|241239931|123.931|93.143|31.210235|-81.371455
GA|13180|620L900US13180|State House District 180|1785934101|567582787|689.553|219.145|30.941207|-81.614696
HI|15001|620L900US15001|State House District 1|2024611388|551898284|781.707|213.089|19.869556|-155.355749
HI|15002|620L900US15002|State House District 2|56494020|2366431|21.812|0.914|19.673528|-155.098342
HI|15003|620L900US15003|State House District 3|237041746|141838564|91.522|54.764|19.621282|-154.989735
HI|15004|620L900US15004|State House District 4|732686601|294950435|282.892|113.881|19.427903|-155.08911
HI|15005|620L900US15005|State House District 5|4695025007|937803588|1812.759|362.088|19.295032|-155.646471
HI|15006|620L900US15006|State House District 6|287507770|122961595|111.007|47.476|19.562731|-155.891163
HI|15007|620L900US15007|State House District 7|1254180955|369907495|484.242|142.822|19.776197|-155.877529
HI|15008|620L900US15008|State House District 8|1146039462|317794578|442.488|122.701|20.069824|-155.741396
HI|15009|620L900US15009|State House District 9|55031804|4422150|21.248|1.707|20.866775|-156.442305
HI|15010|620L900US15010|State House District 10|58616235|1124413|22.632|0.434|20.865619|-156.521897
HI|15011|620L900US15011|State House District 11|92502634|138812023|35.715|53.596|20.737362|-156.456176
HI|15012|620L900US15012|State House District 12|637954648|4702756|246.316|1.816|20.720546|-156.317044
HI|15013|620L900US15013|State House District 13|1832004675|2737860658|707.341|1057.094|21.077885|-156.99925
HI|15014|620L900US15014|State House District 14|363321896|422111240|140.279|162.978|20.919732|-156.616806
HI|15015|620L900US15015|State House District 15|479850580|376319340|185.271|145.298|22.17128|-159.432399
HI|15016|620L900US15016|State House District 16|256915226|111689786|99.196|43.124|21.984169|-159.414763
HI|15017|620L900US15017|State House District 17|868611591|1186350046|335.373|458.052|22.075704|-159.657748
HI|15018|620L900US15018|State House District 18|25805795|89110005|9.964|34.406|21.285513|-157.671982
HI|15019|620L900US15019|State House District 19|35019348|30038282|13.521|11.598|21.278523|-157.750138
HI|15020|620L900US15020|State House District 20|10894852|44169886|4.207|17.054|21.255705|-157.80594
HI|15021|620L900US15021|State House District 21|15157078|0|5.852|0.|21.307078|-157.786832
HI|15022|620L900US15022|State House District 22|19142450|0|7.391|0.|21.319714|-157.807614
HI|15023|620L900US15023|State House District 23|2346816|10779|0.906|0.004|21.291579|-157.829485
HI|15024|620L900US15024|State House District 24|2766778|889597|1.068|0.343|21.282798|-157.833249
HI|15025|620L900US15025|State House District 25|5218730|33794362|2.015|13.048|21.286011|-157.845869
HI|15026|620L900US15026|State House District 26|4763954|0|1.839|0.|21.313593|-157.836211
HI|15027|620L900US15027|State House District 27|20772719|238125|8.02|0.092|21.349563|-157.808029
HI|15028|620L900US15028|State House District 28|5627625|2466306|2.173|0.952|21.313797|-157.873816
HI|15029|620L900US15029|State House District 29|17130519|0|6.614|0.|21.358521|-157.843674
HI|15030|620L900US15030|State House District 30|28423323|76349233|10.974|29.479|21.307927|-157.927589
HI|15031|620L900US15031|State House District 31|16235874|5214932|6.269|2.013|21.358674|-157.9329
HI|15032|620L900US15032|State House District 32|52187382|2149303|20.15|0.83|21.379095|-157.881235
HI|15033|620L900US15033|State House District 33|27165925|0|10.489|0.|21.404243|-157.908825
HI|15034|620L900US15034|State House District 34|38825992|1639537|14.991|0.633|21.425857|-157.900261
HI|15035|620L900US15035|State House District 35|17324326|5954400|6.689|2.299|21.373924|-157.988289
HI|15036|620L900US15036|State House District 36|4741578|164912|1.831|0.064|21.386771|-158.007941
HI|15037|620L900US15037|State House District 37|60927844|0|23.524|0.|21.447312|-157.960361
HI|15038|620L900US15038|State House District 38|32835723|0|12.678|0.|21.478384|-157.956482
HI|15039|620L900US15039|State House District 39|69209158|1698383|26.722|0.656|21.394285|-158.052147
HI|15040|620L900US15040|State House District 40|21177164|15504421|8.177|5.986|21.31927|-157.993712
HI|15041|620L900US15041|State House District 41|35903027|147180766|13.862|56.827|21.299529|-158.069826
HI|15042|620L900US15042|State House District 42|11207180|0|4.327|0.|21.343311|-158.050659
HI|15043|620L900US15043|State House District 43|21974725|0|8.484|0.|21.355062|-158.085277
HI|15044|620L900US15044|State House District 44|44905121|52946637|17.338|20.443|21.389848|-158.154974
HI|15045|620L900US15045|State House District 45|127253267|128420726|49.133|49.584|21.483939|-158.214097
HI|15046|620L900US15046|State House District 46|224571372|143457229|86.707|55.389|21.537957|-158.115914
HI|15047|620L900US15047|State House District 47|352601704|300307854|136.14|115.95|21.651861|-157.982756
HI|15048|620L900US15048|State House District 48|82625202|116353344|31.902|44.924|21.476822|-157.798491
HI|15049|620L900US15049|State House District 49|33243015|132618|12.835|0.051|21.374412|-157.800926
HI|15050|620L900US15050|State House District 50|42982442|115644458|16.596|44.651|21.471678|-157.718836
HI|15051|620L900US15051|State House District 51|45072322|2740613217|17.403|1058.157|27.792741|-175.84805
ID|16001|620L900US16001|State House District 1|7348190138|464858780|2837.152|179.483|48.540897|-116.516267
ID|16002|620L900US16002|State House District 2|17503920176|252626667|6758.302|97.54|47.150628|-116.015242
ID|16003|620L900US16003|State House District 3|620980908|22785128|239.762|8.797|47.822568|-116.83599
ID|16004|620L900US16004|State House District 4|46482899|4180798|17.947|1.614|47.697264|-116.783791
ID|16005|620L900US16005|State House District 5|668756239|55494816|258.208|21.427|47.561208|-116.874298
ID|16006|620L900US16006|State House District 6|5396159191|14468294|2083.469|5.586|46.588369|-116.64612
ID|16007|620L900US16007|State House District 7|26313871499|96387598|10159.843|37.215|45.688579|-115.637049
ID|16008|620L900US16008|State House District 8|35124753060|307069522|13561.744|118.56|44.103916|-115.155157
ID|16009|620L900US16009|State House District 9|5316811641|70223071|2052.833|27.113|44.293905|-116.78541
ID|16010|620L900US16010|State House District 10|426504880|2969927|164.674|1.147|43.715517|-116.60937
ID|16011|620L900US16011|State House District 11|56621653|775484|21.862|0.299|43.654072|-116.670844
ID|16012|620L900US16012|State House District 12|51634415|209920|19.936|0.081|43.585186|-116.606548
ID|16013|620L900US16013|State House District 13|80999021|301466|31.274|0.116|43.566226|-116.517843
ID|16014|620L900US16014|State House District 14|1668475289|15403584|644.202|5.947|44.022156|-116.378297
ID|16015|620L900US16015|State House District 15|34784396|142216|13.43|0.055|43.629931|-116.325131
ID|16016|620L900US16016|State House District 16|33197493|1004665|12.818|0.388|43.645011|-116.273673
ID|16017|620L900US16017|State House District 17|36620708|231914|14.139|0.09|43.592116|-116.262472
ID|16018|620L900US16018|State House District 18|361283496|9452768|139.492|3.65|43.509669|-116.094236
ID|16019|620L900US16019|State House District 19|248430577|658352|95.92|0.254|43.669022|-116.195261
ID|16020|620L900US16020|State House District 20|46192438|123629|17.835|0.048|43.645886|-116.427663
ID|16021|620L900US16021|State House District 21|54006382|98486|20.852|0.038|43.603211|-116.407074
ID|16022|620L900US16022|State House District 22|103514792|492477|39.967|0.19|43.553042|-116.383275
ID|16023|620L900US16023|State House District 23|21853744166|111808792|8437.778|43.17|42.668967|-116.205394
ID|16024|620L900US16024|State House District 24|9574277233|41484222|3696.649|16.017|42.797522|-114.73628
ID|16025|620L900US16025|State House District 25|74136288|587252|28.624|0.227|42.561187|-114.482365
ID|16026|620L900US16026|State House District 26|11490862224|69147749|4436.647|26.698|43.206722|-114.058932
ID|16027|620L900US16027|State House District 27|11711375226|56484604|4521.787|21.809|42.362336|-113.294614
ID|16028|620L900US16028|State House District 28|7453901179|201885233|2877.967|77.948|42.560489|-112.448361
ID|16029|620L900US16029|State House District 29|99469004|258140|38.405|0.1|42.861806|-112.460423
ID|16030|620L900US16030|State House District 30|11215215976|73892349|4330.219|28.53|43.473012|-112.802218
ID|16031|620L900US16031|State House District 31|24046715802|131164749|9284.489|50.643|44.10494|-112.007355
ID|16032|620L900US16032|State House District 32|955540279|3352751|368.936|1.295|43.510659|-112.23859
ID|16033|620L900US16033|State House District 33|44650740|954669|17.24|0.369|43.492434|-112.04166
ID|16034|620L900US16034|State House District 34|1215396272|10500950|469.267|4.054|43.788614|-111.656993
ID|16035|620L900US16035|State House District 35|12773207521|369336959|4931.763|142.602|42.93543|-111.468814
IL|17001|620L900US17001|State House District 1|28962540|455427|11.182|0.176|41.806764|-87.720774
IL|17002|620L900US17002|State House District 2|34758005|401585|13.42|0.155|41.825737|-87.794693
IL|17003|620L900US17003|State House District 3|14200258|0|5.483|0.|41.9366|-87.771934
IL|17004|620L900US17004|State House District 4|14644889|42315|5.654|0.016|41.905434|-87.719999
IL|17005|620L900US17005|State House District 5|17658003|28772|6.818|0.011|41.808423|-87.619192
IL|17006|620L900US17006|State House District 6|23310818|190302|9.|0.073|41.802617|-87.652962
IL|17007|620L900US17007|State House District 7|68395315|462477|26.408|0.179|41.859148|-87.890836
IL|17008|620L900US17008|State House District 8|39328990|24575|15.185|0.009|41.779872|-87.880001
IL|17009|620L900US17009|State House District 9|22265475|276041|8.597|0.107|41.870348|-87.680999
IL|17010|620L900US17010|State House District 10|23488517|254742|9.069|0.098|41.892463|-87.694846
IL|17011|620L900US17011|State House District 11|10281024|46892|3.97|0.018|41.945845|-87.66792
IL|17012|620L900US17012|State House District 12|7425966|417488|2.867|0.161|41.921116|-87.636872
IL|17013|620L900US17013|State House District 13|12655168|33154|4.886|0.013|41.96792|-87.670613
IL|17014|620L900US17014|State House District 14|8609554|0|3.324|0.|42.000731|-87.667328
IL|17015|620L900US17015|State House District 15|44645700|3028|17.238|0.001|42.00947|-87.773479
IL|17016|620L900US17016|State House District 16|28252509|31981|10.908|0.012|42.011533|-87.724663
IL|17017|620L900US17017|State House District 17|63227599|73692|24.412|0.028|42.075655|-87.787859
IL|17018|620L900US17018|State House District 18|38440835|313832|14.842|0.121|42.069313|-87.709343
IL|17019|620L900US17019|State House District 19|22945920|0|8.859|0.|41.963347|-87.769453
IL|17020|620L900US17020|State House District 20|45994521|24085|17.759|0.009|41.966841|-87.837303
IL|17021|620L900US17021|State House District 21|47014202|853590|18.152|0.33|41.771298|-87.841372
IL|17022|620L900US17022|State House District 22|40027203|0|15.455|0.|41.7705|-87.75914
IL|17023|620L900US17023|State House District 23|17137845|374978|6.617|0.145|41.834262|-87.716348
IL|17024|620L900US17024|State House District 24|20188916|599698|7.795|0.232|41.839444|-87.663101
IL|17025|620L900US17025|State House District 25|24060624|3812264|9.29|1.472|41.736807|-87.534558
IL|17026|620L900US17026|State House District 26|18352139|4141765|7.086|1.599|41.823335|-87.602193
IL|17027|620L900US17027|State House District 27|79635523|885031|30.747|0.342|41.645449|-87.774967
IL|17028|620L900US17028|State House District 28|65148590|1169608|25.154|0.452|41.661688|-87.667825
IL|17029|620L900US17029|State House District 29|605234235|1758172|233.682|0.679|41.319024|-87.699512
IL|17030|620L900US17030|State House District 30|99012892|399452|38.229|0.154|41.592525|-87.678527
IL|17031|620L900US17031|State House District 31|41317346|29910|15.953|0.012|41.73311|-87.732554
IL|17032|620L900US17032|State House District 32|29033071|161566|11.21|0.062|41.75249|-87.705822
IL|17033|620L900US17033|State House District 33|54778221|2452843|21.15|0.947|41.652846|-87.550475
IL|17034|620L900US17034|State House District 34|747898267|9228458|288.765|3.563|41.212413|-87.625906
IL|17035|620L900US17035|State House District 35|80675736|2061636|31.149|0.796|41.667235|-87.783733
IL|17036|620L900US17036|State House District 36|83919671|3104302|32.402|1.199|41.701888|-87.814532
IL|17037|620L900US17037|State House District 37|200811002|564896|77.534|0.218|41.566663|-87.940479
IL|17038|620L900US17038|State House District 38|152237274|479024|58.779|0.185|41.518279|-87.777504
IL|17039|620L900US17039|State House District 39|13089110|0|5.054|0.|41.931863|-87.728794
IL|17040|620L900US17040|State House District 40|14578116|260287|5.629|0.1|41.946427|-87.70353
IL|17041|620L900US17041|State House District 41|82979303|1179350|32.038|0.455|41.739728|-88.175919
IL|17042|620L900US17042|State House District 42|78660164|1564549|30.371|0.604|41.843815|-88.048577
IL|17043|620L900US17043|State House District 43|67561790|1368018|26.086|0.528|42.055681|-88.255289
IL|17044|620L900US17044|State House District 44|60760578|486421|23.46|0.188|42.0363|-88.142665
IL|17045|620L900US17045|State House District 45|75095758|1443711|28.995|0.557|41.845298|-87.958762
IL|17046|620L900US17046|State House District 46|71124984|1748262|27.462|0.675|41.913492|-88.040175
IL|17047|620L900US17047|State House District 47|120554706|3285031|46.546|1.268|41.868904|-88.136117
IL|17048|620L900US17048|State House District 48|94000627|2859832|36.294|1.104|41.969971|-88.043947
IL|17049|620L900US17049|State House District 49|172166613|5318337|66.474|2.053|41.911338|-88.227195
IL|17050|620L900US17050|State House District 50|83277401|2181926|32.154|0.842|41.79403|-88.301962
IL|17051|620L900US17051|State House District 51|170746233|4782696|65.925|1.847|42.163685|-88.060016
IL|17052|620L900US17052|State House District 52|333270543|15188538|128.676|5.864|42.201825|-88.148309
IL|17053|620L900US17053|State House District 53|53168990|116077|20.529|0.045|42.064903|-87.978979
IL|17054|620L900US17054|State House District 54|56070536|353198|21.649|0.136|42.115963|-87.982573
IL|17055|620L900US17055|State House District 55|41129139|343191|15.88|0.133|42.022439|-87.852787
IL|17056|620L900US17056|State House District 56|102904795|1608578|39.732|0.621|42.02867|-88.021909
IL|17057|620L900US17057|State House District 57|104133882|1479058|40.206|0.571|42.121868|-87.859102
IL|17058|620L900US17058|State House District 58|151828699|872460|58.621|0.337|42.216402|-87.850919
IL|17059|620L900US17059|State House District 59|99035258|2590995|38.238|1.|42.232972|-87.944616
IL|17060|620L900US17060|State House District 60|86297280|1554947|33.32|0.6|42.367448|-87.876053
IL|17061|620L900US17061|State House District 61|233818222|7963252|90.278|3.075|42.439807|-87.93756
IL|17062|620L900US17062|State House District 62|132197503|5744416|51.042|2.218|42.335942|-88.034622
IL|17063|620L900US17063|State House District 63|323476976|5101866|124.895|1.97|42.28279|-88.34004
IL|17064|620L900US17064|State House District 64|325135529|45721075|125.536|17.653|42.419338|-88.190651
IL|17065|620L900US17065|State House District 65|321320820|3409011|124.063|1.316|41.963942|-88.381341
IL|17066|620L900US17066|State House District 66|141784190|4533731|54.743|1.75|42.122689|-88.32287
IL|17067|620L900US17067|State House District 67|220985351|5365601|85.323|2.072|42.23389|-89.061432
IL|17068|620L900US17068|State House District 68|125165935|1212160|48.327|0.468|42.267497|-88.962559
IL|17069|620L900US17069|State House District 69|1352233018|4260733|522.1|1.645|42.336575|-88.612528
IL|17070|620L900US17070|State House District 70|1092773138|3412391|421.922|1.318|41.919527|-88.565699
IL|17071|620L900US17071|State House District 71|2686179225|9103942|1037.14|3.515|40.953862|-90.502161
IL|17072|620L900US17072|State House District 72|189071437|18298351|73.001|7.065|41.488033|-90.512506
IL|17073|620L900US17073|State House District 73|5263987259|73998824|2032.437|28.571|41.44395|-89.735259
IL|17074|620L900US17074|State House District 74|3958799435|23050545|1528.501|8.9|41.748817|-89.237785
IL|17075|620L900US17075|State House District 75|1342141153|11317484|518.204|4.37|41.519387|-88.499476
IL|17076|620L900US17076|State House District 76|1195055047|22771855|461.413|8.792|41.390363|-88.840701
IL|17077|620L900US17077|State House District 77|87949918|337672|33.958|0.13|41.94699|-87.901251
IL|17078|620L900US17078|State House District 78|28713845|4794|11.086|0.002|41.898873|-87.800071
IL|17079|620L900US17079|State House District 79|1271089868|14416410|490.771|5.566|41.168928|-88.020786
IL|17080|620L900US17080|State House District 80|546312983|2929301|210.933|1.131|41.401132|-87.950567
IL|17081|620L900US17081|State House District 81|77480630|1272588|29.915|0.491|41.763464|-88.047605
IL|17082|620L900US17082|State House District 82|163995195|5127526|63.319|1.98|41.712649|-87.945058
IL|17083|620L900US17083|State House District 83|152386862|2582175|58.837|0.997|41.774037|-88.371121
IL|17084|620L900US17084|State House District 84|74946492|1154687|28.937|0.446|41.730093|-88.256111
IL|17085|620L900US17085|State House District 85|146971517|3630414|56.746|1.402|41.642235|-88.073475
IL|17086|620L900US17086|State House District 86|374391883|15161154|144.554|5.854|41.43959|-88.142451
IL|17087|620L900US17087|State House District 87|4445898022|4784063|1716.571|1.847|40.221075|-89.287999
IL|17088|620L900US17088|State House District 88|3977952574|27660445|1535.896|10.68|40.228123|-88.699813
IL|17089|620L900US17089|State House District 89|6009660594|115853637|2320.343|44.731|42.201547|-89.682631
IL|17090|620L900US17090|State House District 90|1404112366|9334262|542.131|3.604|42.40453|-89.311595
IL|17091|620L900US17091|State House District 91|658773747|12515273|254.354|4.832|40.637485|-89.209431
IL|17092|620L900US17092|State House District 92|119678873|4192070|46.208|1.619|40.727044|-89.622075
IL|17093|620L900US17093|State House District 93|4212756780|38480777|1626.555|14.858|40.989242|-89.991977
IL|17094|620L900US17094|State House District 94|11308083020|260302093|4366.075|100.503|40.39804|-91.043599
IL|17095|620L900US17095|State House District 95|768165360|28268667|296.59|10.915|39.706756|-89.446768
IL|17096|620L900US17096|State House District 96|571645169|9109844|220.713|3.517|39.777028|-89.284618
IL|17097|620L900US17097|State House District 97|169676660|2191686|65.513|0.846|41.610922|-88.237883
IL|17098|620L900US17098|State House District 98|95221617|4499185|36.765|1.737|41.608325|-88.142628
IL|17099|620L900US17099|State House District 99|3970978595|61223499|1533.203|23.639|39.955417|-90.603325
IL|17100|620L900US17100|State House District 100|8745623797|182375792|3376.704|70.416|39.445211|-90.539703
IL|17101|620L900US17101|State House District 101|4534331365|8994418|1750.715|3.473|39.988007|-88.153372
IL|17102|620L900US17102|State House District 102|8722930145|34838244|3367.942|13.451|39.313958|-87.887962
IL|17103|620L900US17103|State House District 103|66547592|175107|25.694|0.068|40.118714|-88.240563
IL|17104|620L900US17104|State House District 104|1458584240|7272709|563.163|2.808|40.163706|-87.950711
IL|17105|620L900US17105|State House District 105|4006502835|100588554|1546.919|38.837|40.95067|-89.11407
IL|17106|620L900US17106|State House District 106|7192773156|44260393|2777.145|17.089|40.856229|-88.192246
IL|17107|620L900US17107|State House District 107|5263925846|58375596|2032.413|22.539|39.428832|-88.845452
IL|17108|620L900US17108|State House District 108|5024279465|28557556|1939.885|11.026|39.527442|-89.699226
IL|17109|620L900US17109|State House District 109|3492242744|19222236|1348.363|7.422|38.665328|-89.565651
IL|17110|620L900US17110|State House District 110|6910260636|117753432|2668.067|45.465|38.80464|-88.814003
IL|17111|620L900US17111|State House District 111|322823588|25220632|124.643|9.738|38.813086|-90.092073
IL|17112|620L900US17112|State House District 112|267789958|17150433|103.394|6.622|38.69359|-90.013865
IL|17113|620L900US17113|State House District 113|227482654|4550939|87.832|1.757|38.554831|-90.007556
IL|17114|620L900US17114|State House District 114|1091990766|26727403|421.62|10.32|38.391614|-89.840264
IL|17115|620L900US17115|State House District 115|5123095519|138714570|1978.038|53.558|38.096499|-89.693865
IL|17116|620L900US17116|State House District 116|6528485519|106665169|2520.662|41.184|38.308418|-88.509549
IL|17117|620L900US17117|State House District 117|6927258083|120627470|2674.629|46.575|37.653696|-88.562771
IL|17118|620L900US17118|State House District 118|3223064299|146665446|1244.432|56.628|37.467108|-89.234522
IL|17ZZZ|620L900US17ZZZ|State House Districts not defined|0|4070576867|0.|1571.659|42.175301|-87.422424
IN|18001|620L900US18001|State House District 1|53199866|9319482|20.541|3.598|41.633868|-87.498823
IN|18002|620L900US18002|State House District 2|102042702|8067991|39.399|3.115|41.615524|-87.411692
IN|18003|620L900US18003|State House District 3|130702528|305405241|50.465|117.918|41.627829|-87.360146
IN|18004|620L900US18004|State House District 4|466706312|1998160|180.196|0.771|41.393879|-87.024902
IN|18005|620L900US18005|State House District 5|113691815|2554431|43.897|0.986|41.706678|-86.120365
IN|18006|620L900US18006|State House District 6|46284284|797168|17.87|0.308|41.66848|-86.251157
IN|18007|620L900US18007|State House District 7|897054442|5810191|346.355|2.243|41.574635|-86.336146
IN|18008|620L900US18008|State House District 8|146795256|2510475|56.678|0.969|41.727141|-86.296995
IN|18009|620L900US18009|State House District 9|486743689|26766833|187.933|10.335|41.67289|-86.862684
IN|18010|620L900US18010|State House District 10|187105463|264777391|72.242|102.231|41.651804|-87.088791
IN|18011|620L900US18011|State House District 11|1633620076|11000600|630.744|4.247|41.122781|-87.362595
IN|18012|620L900US18012|State House District 12|63862577|396258|24.657|0.153|41.536555|-87.458528
IN|18013|620L900US18013|State House District 13|3995337419|11405144|1542.608|4.404|40.402681|-87.22987
IN|18014|620L900US18014|State House District 14|97923991|179988|37.809|0.069|41.495979|-87.354943
IN|18015|620L900US18015|State House District 15|117262671|309579|45.275|0.12|41.45762|-87.474642
IN|18016|620L900US18016|State House District 16|3657212561|20554960|1412.058|7.936|40.971194|-86.877199
IN|18017|620L900US18017|State House District 17|2346164978|23823267|905.859|9.198|41.175945|-86.298614
IN|18018|620L900US18018|State House District 18|1627298974|50320766|628.304|19.429|41.345292|-85.52333
IN|18019|620L900US18019|State House District 19|399880719|2367028|154.395|0.914|41.412112|-87.262352
IN|18020|620L900US18020|State House District 20|1511640293|11975322|583.648|4.624|41.472789|-86.71426
IN|18021|620L900US18021|State House District 21|418387857|624249|161.54|0.241|41.557987|-85.992327
IN|18022|620L900US18022|State House District 22|1364248184|31485993|526.739|12.157|41.200685|-85.88976
IN|18023|620L900US18023|State House District 23|1804047147|15939197|696.547|6.154|40.786599|-86.208556
IN|18024|620L900US18024|State House District 24|472893993|1277067|182.585|0.493|40.091506|-86.230717
IN|18025|620L900US18025|State House District 25|342363976|885476|132.187|0.342|39.964534|-86.364903
IN|18026|620L900US18026|State House District 26|150664774|3232465|58.172|1.248|40.430211|-86.988584
IN|18027|620L900US18027|State House District 27|87047082|1880391|33.609|0.726|40.419783|-86.856286
IN|18028|620L900US18028|State House District 28|1256779537|2721353|485.245|1.051|39.845427|-86.609341
IN|18029|620L900US18029|State House District 29|123205122|5961904|47.57|2.302|40.053513|-86.021709
IN|18030|620L900US18030|State House District 30|500457780|1842908|193.228|0.712|40.49086|-85.987512
IN|18031|620L900US18031|State House District 31|1214998059|2135270|469.113|0.824|40.487018|-85.663114
IN|18032|620L900US18032|State House District 32|85553724|3226425|33.032|1.246|39.947764|-86.080966
IN|18033|620L900US18033|State House District 33|2710115297|11977943|1046.381|4.625|40.271122|-85.106493
IN|18034|620L900US18034|State House District 34|105440721|711263|40.711|0.275|40.20091|-85.388571
IN|18035|620L900US18035|State House District 35|1074142180|3633485|414.729|1.403|40.220443|-85.601417
IN|18036|620L900US18036|State House District 36|237199106|469944|91.583|0.181|40.053849|-85.651172
IN|18037|620L900US18037|State House District 37|437217750|5692589|168.811|2.198|40.106725|-85.964987
IN|18038|620L900US18038|State House District 38|2642561971|11043654|1020.299|4.264|40.468092|-86.364274
IN|18039|620L900US18039|State House District 39|71700775|1362577|27.684|0.526|39.984658|-86.115552
IN|18040|620L900US18040|State House District 40|111428495|945188|43.023|0.365|39.754283|-86.393838
IN|18041|620L900US18041|State House District 41|1563838463|1673128|603.801|0.646|40.221555|-86.595096
IN|18042|620L900US18042|State House District 42|2661539748|29844420|1027.626|11.523|39.748632|-87.279899
IN|18043|620L900US18043|State House District 43|254277150|6867956|98.177|2.652|39.474168|-87.413354
IN|18044|620L900US18044|State House District 44|2035338268|7644698|785.849|2.952|39.799379|-86.868605
IN|18045|620L900US18045|State House District 45|3521493524|37767835|1359.656|14.582|39.033853|-87.209517
IN|18046|620L900US18046|State House District 46|2011946658|13307049|776.817|5.138|39.318463|-86.957543
IN|18047|620L900US18047|State House District 47|1088514990|5009200|420.278|1.934|39.502438|-85.988737
IN|18048|620L900US18048|State House District 48|197229768|8484809|76.151|3.276|41.718478|-85.925117
IN|18049|620L900US18049|State House District 49|431095650|3072336|166.447|1.186|41.629611|-85.764949
IN|18050|620L900US18050|State House District 50|2071592071|34212892|799.846|13.21|40.806134|-85.626851
IN|18051|620L900US18051|State House District 51|1511447630|48072894|583.573|18.561|41.647929|-85.291277
IN|18052|620L900US18052|State House District 52|1395770940|10886581|538.91|4.203|41.441207|-85.018338
IN|18053|620L900US18053|State House District 53|637252089|2315673|246.044|0.894|39.851249|-85.750711
IN|18054|620L900US18054|State House District 54|2039900306|7374894|787.61|2.847|39.766083|-85.452371
IN|18055|620L900US18055|State House District 55|2468947670|30466259|953.266|11.763|39.495669|-85.111772
IN|18056|620L900US18056|State House District 56|1096288117|6757048|423.279|2.609|39.876914|-85.024684
IN|18057|620L900US18057|State House District 57|208197937|2619831|80.386|1.012|39.623261|-86.321461
IN|18058|620L900US18058|State House District 58|182803920|85484|70.581|0.033|39.58406|-86.049953
IN|18059|620L900US18059|State House District 59|568663562|5054357|219.562|1.951|39.202805|-85.98188
IN|18060|620L900US18060|State House District 60|1176383144|17748917|454.204|6.853|39.449783|-86.456604
IN|18061|620L900US18061|State House District 61|51963398|490160|20.063|0.189|39.169963|-86.525211
IN|18062|620L900US18062|State House District 62|1749246058|51991546|675.388|20.074|39.129407|-86.324197
IN|18063|620L900US18063|State House District 63|2554181444|41694401|986.175|16.098|38.606208|-86.957709
IN|18064|620L900US18064|State House District 64|2036890087|45302199|786.448|17.491|38.409959|-87.554631
IN|18065|620L900US18065|State House District 65|2462545476|14021648|950.794|5.414|38.716165|-86.429253
IN|18066|620L900US18066|State House District 66|1077807301|11662800|416.144|4.503|38.557292|-85.651118
IN|18067|620L900US18067|State House District 67|2696676648|8872278|1041.193|3.426|38.997295|-85.431819
IN|18068|620L900US18068|State House District 68|1674378191|18209063|646.481|7.031|38.99051|-85.00653
IN|18069|620L900US18069|State House District 69|1736106149|14197990|670.314|5.482|38.7982|-85.940151
IN|18070|620L900US18070|State House District 70|1984095993|9760045|766.064|3.768|38.295467|-86.07441
IN|18071|620L900US18071|State House District 71|96996420|1382963|37.451|0.534|38.328721|-85.730004
IN|18072|620L900US18072|State House District 72|252335937|2011882|97.427|0.777|38.290463|-85.890928
IN|18073|620L900US18073|State House District 73|1567826505|5011801|605.341|1.935|39.311874|-85.697974
IN|18074|620L900US18074|State House District 74|3547392668|66554756|1369.656|25.697|38.163121|-86.712802
IN|18075|620L900US18075|State House District 75|1858104101|33146057|717.418|12.798|38.21579|-87.275484
IN|18076|620L900US18076|State House District 76|1290573583|31419252|498.293|12.131|38.012395|-87.825363
IN|18077|620L900US18077|State House District 77|75861297|1393195|29.29|0.538|37.957037|-87.533493
IN|18078|620L900US18078|State House District 78|134196282|1686997|51.813|0.651|38.018319|-87.505551
IN|18079|620L900US18079|State House District 79|2065724334|7690001|797.581|2.969|40.706414|-85.055518
IN|18080|620L900US18080|State House District 80|67562813|490012|26.086|0.189|41.027024|-85.140495
IN|18081|620L900US18081|State House District 81|338739394|792539|130.788|0.306|41.183502|-85.218789
IN|18082|620L900US18082|State House District 82|64058360|140695|24.733|0.054|41.085845|-85.121978
IN|18083|620L900US18083|State House District 83|570495808|396358|220.27|0.153|41.073155|-85.477633
IN|18084|620L900US18084|State House District 84|84189208|118143|32.506|0.046|41.154866|-85.071165
IN|18085|620L900US18085|State House District 85|1045808125|5690643|403.789|2.197|41.064222|-84.988454
IN|18086|620L900US18086|State House District 86|87314840|583647|33.712|0.225|39.903133|-86.274569
IN|18087|620L900US18087|State House District 87|83167276|2987327|32.111|1.153|39.886961|-86.058913
IN|18088|620L900US18088|State House District 88|289983706|9133188|111.963|3.526|39.907014|-85.87164
